topic_id,topic_name,name_type
33183,"Donagan, Alan",Person
33184,Due process of law,Corporation
33185,"Durant, John",Person
33186,"Dworkin, Gerald",Person
33187,"Dyson, Freeman",Person
33188,"Elman, Philip",Person
33190,Ethical privacy,Corporation
33191,"Evidence, in science",Corporation
33192,"""Ex parte"" communication",Person
33193,Expert opinion,Corporation
33194,Fact-value distinction,Corporation
33195,"Fleischmann, Martin",Person
33196,"Fletcher, Stephen",Person
33197,"Foley, C. A. J.",Corporation
33201,"Gambetta, Diego",Person
33202,"Graber, Mark A.",Person
33204,"Hardwig, John",Person
33205,"Harris, Will",Person
33206,"Heteronomy, in Kant",Corporation
33207,"Hillman, Harold",Person
33208,"Hutcheson, William C.",Person
33214,Socratic integrity,Corporation
33215,Interests,Corporation
33216,Internalization of norms,Corporation
33217,Interpretation,Corporation
33224,"Interpretivism, in law",Corporation
33225,"Jackson, Justice Robert",Corporation
33226,"Judgment, moral",Corporation
33231,Judicial decision-making,Person
33233,Judicial procedure,Corporation
33235,"Justification, of judicial decisions",Corporation
33237,"Kelly, Alfred",Person
33238,"Kelsen, Hans",Person
33239,"Kluger, Richard",Person
33241,"Larmore, Charles",Person
33246,"Lee, Rex",Person
33254,Libertarianism,Corporation
33255,"Lofgren, Charles",Person
33256,"Mackie, J. L.",Person
33257,Majoritarianism,Person
33258,Marbury v. Madison,Person
33259,Martin v. Hunter's Lessee,Corporation
33260,"McCloskey, Robert",Person
33261,"McGrath, J. Howard",Person
33262,Meletus,Person
33264,"Mill, John Stewart",Person
33265,Minor v. Happersett,Corporation
33266,Miranda v. Arizona,Person
33267,Moral agency (Kant),Person
33268,Moral disagreement,Corporation
33270,Moral discomfort,Corporation
33271,"Morality, definition of",Corporation
33272,Moral opportunism,Person
33273,"Murphy, Walter",Person
33274,Myers v. U.S.,Person
33275,Naturalist view of institutions,Corporation
33276,Negativity of Socrates,Corporation
33277,"Nelson, William",Person
33278,"Noncompliance, of Socrates",Corporation
33283,Other-regarding feelings,Corporation
33284,"Perlman, Philip",Person
33290,"Pons, Stanley",Person
33291,Positivist view of institutions,Corporation
33292,"Practical reason, in Kant",Corporation
33294,Prerogative power,Person
33295,"Proceduralism, as judicial paradigm",Corporation
33298,Progressives,Corporation
33299,Prudence,Person
33300,Publius,Person
33302,"Radin, Max",Person
33303,"Rankin, Gen. J. Lee",Person
33307,Reductionism,Corporation
33308,Relativism: in conscience,Corporation
33309,"""extreme"" form",Corporation
33310,"""sophisticated"" form",Corporation
33311,Reynolds v. Sims,Person
33312,"Rosenberg, Gerry",Person
33313,"Sachs, Greg",Person
33315,Schenck v. U.S.,Person
33327,"Segal, Jeff",Person
33329,"Seidman, Louis",Person
33330,Self-disapproval,Corporation
33331,Self-love,Corporation
33332,Self-scrutiny,Person
33335,"Shapiro, Ian",Person
33336,"Shapiro, Martin",Person
33337,"Siegler, Mark",Person
33348,"Spaeth, Harold",Person
33349,"Stone, Julius",Person
33350,Subjectivism,Corporation
33352,Supreme Court (Canada),Corporation
33353,"Swazey, Judith P.",Person
33354,"Szymborska, Wislawa",Corporation
33355,"Taft, Chief Justice William Howard",Corporation
33356,"""metatrust""",Corporation
33357,"Walker, Graham",Person
33358,"Welfarism, as judicial paradigm",Corporation
33359,"Weschler, Herbert",Person
33362,"""With all deliberate speed""",Corporation
33363,"Wolfe, Christopher",Person
33364,Xenophon,Person
33365,"Abuse, physical and sexual",Corporation
33366,"Acceptance, by provider",Corporation
33367,"Access to care, mental health providers' role",Corporation
33383,AIDS Clinical Trial Group 076,Corporation
33395,AIDS Treatment Information Service,Corporation
33403,Anti-retrovirals,Person
33416,"Attentiveness, by provider",Corporation
33417,"""Bending the frame,"" in psychotherapy",Corporation
33420,Grief and loss,Household
33421,"Biopsychosocial/spiritual model, for understanding HIV/AIDS",Corporation
33426,"Block grants, and HIV programs",Corporation
33437,"Carve-outs, in health care funding",Corporation
33438,Case management,Corporation
33448,"Categorical programs, rationale for",Corporation
33449,Centers for Disease Control National AIDS Clearinghouse,Corporation
33450,"Characterological issues, exacerbated by HIV",Corporation
33460,Clergy,Person
33461,"Clinical trials, information source",Corporation
33462,Combination therapies,Corporation
33463,Community Advisory Board,Corporation
33464,Community Planning Initiative,Corporation
33468,Comprehensive systems of care,Corporation
33470,Integrated mental health and medical care,Corporation
33471,"Confounds, in evaluation",Corporation
33472,"Control groups, in evaluation",Corporation
33481,Cross-cultural mental health care,Corporation
33515,"Depression, diagnostic criteria",Corporation
33516,Disclosure of HIV status,Corporation
33526,Psychoeducation,Person
33531,"Epidemic, changes",Person
33535,evaluation,Person
33550,"Fears, irrational",Person
33555,Focus groups,Corporation
33556,Foundation grants,Corporation
33560,"Homophobia, homonegativity",Corporation
33561,"Generalizability, in evaluation",Corporation
33562,"Geographic barriers to services, in rural areas",Corporation
33573,"Grounded theory, in qualitative evaluation",Corporation
33586,"Home care, HIV-related mental health",Corporation
33596,Human Immunodeficiency Virus testing,Corporation
33608,Information sources,Corporation
33609,"Inner city, integrated care for",Corporation
33629,"Locus of control, of women",Corporation
33630,"Longevity of persons with AIDS, changes in",Corporation
33640,"Medical patients, attitudes toward mental health",Corporation
33641,"Medical providers, and integrated care",Corporation
33648,"Migration, and spread of HIV",Corporation
33656,National AIDS Clearinghouse,Corporation
33672,"Oral sex, and safety issues",Corporation
33673,Permanency planning,Corporation
33675,"Phenomenology, in qualitative evaluation",Corporation
33689,Protease inhibitors,Corporation
33721,Quality of life,Corporation
33727,"Reliability, of evaluation instruments",Corporation
33728,"Replicability, in evaluation",Corporation
33732,Rural practice,Corporation
33735,"Ryan White Comprehensive AIDS Resources Emergency (C.A.R.E.) Act, history and explanation",Corporation
33742,"Self-disclosure, by providers",Corporation
33743,"Semen, meaning of exchange for gay men",Corporation
33751,Social aspects of HIV,Corporation
33755,"Social Security, Medicaid",Corporation
33757,spirituality,Person
33767,"Stakeholders, in program development",Corporation
33792,"T-cells, description and function",Corporation
33797,Telephone sessions,Corporation
33802,"Training, provider",Corporation
33810,Transtheoretical model of behavior change,Corporation
33811,"Underserved populations, provider training needed",Corporation
33816,"Validity, in evaluation",Corporation
33817,Viral load testing,Corporation
33818,"Virus, definition",Person
33823,"Zidovudine, description",Corporation
33824,"Aaron, Daniel",Person
33825,"Abram, Morris",Person
33826,"Academic Melting Pot, The",Corporation
33827,"Adler, Mortimer",Person
33828,"Adler, Rachel",Person
33831,Afro-American Teacher's Association,Corporation
33832,Afro-American Teacher's Forum,Corporation
33833,After Auschwitz,Person
33834,"Agee, James",Person
33835,Agenda for American Jews,Corporation
33836,"Agus, Arlene",Person
33837,"Ali, Noble Drew",Corporation
33838,"Alpert, Carl",Person
33839,"Alter, Robert",Person
33840,"American Dilemma, An",Corporation
33841,Americans for Democratic Action,Corporation
33842,"""Angel Levine""",Person
33843,Another Country,Corporation
33844,"Ansky, S.",Person
33850,"Aptheker, Herbert",Person
33851,"Aronowitz, Stanley",Person
33852,"Aronson, Arnold",Person
33855,Assimilation in American Life,Corporation
33856,"Avrunin, William",Person
33860,"Baraka, Amiri",Person
33861,Bar-Kochba,Person
33862,"Barrett, William",Person
33863,Beat movement,Corporation
33864,"Beck, Evelyn Torton",Person
33865,"Behran, Thea",Person
33867,"Benjamin, I. J.",Person
33868,"Berlin, Irving",Person
33869,"Berman, Ronald",Person
33870,"Berryman, John",Person
33871,"Berube, Martin",Person
33872,Beyond the Melting Pot,Corporation
33873,Big Man,Person
33874,"Bilbo, Theodore",Person
33875,Bittersweet Encounter,Corporation
33876,Black Boy,Person
33877,"""Black Boys and Native Sons""",Corporation
33880,"Black Face, White Noise",Corporation
33881,"Black hipster, the",Corporation
33887,"Black-Jewish Alliance, history of",Corporation
33888,Black Jews,Person
33890,Black Muslims,Corporation
33902,"Blacks, Southern",Person
33903,Blacks and Jews compared,Corporation
33905,"""Blacks and Jews: The Uncivil War""",Corporation
33907,"Blaustein, Jacob",Person
33908,"Blaut, James",Person
33909,Blues People,Corporation
33910,"Branch, Taylor",Person
33911,"Brickner, Balfour",Person
33912,Broken Alliance: The Turbulent Times between Blacks and Jews in America,Corporation
33913,"Brotz, Howard",Person
33914,"Brown, Clifford",Person
33916,Brown vs. Board of Education,Corporation
33917,"Bulkin, Elly",Person
33919,"Buttenweiser, Helen",Person
33920,Call It Sleep,Corporation
33921,Call the Keeper,Person
33922,"Campbell, Leslie",Person
33923,"""Can Minorities Oppose ‘De Facto' Segregation""",Corporation
33924,"Caplovitz, David",Person
33926,Carolina Israelite,Corporation
33927,"Carson, Clayborne",Corporation
33928,"Carson, Robert ""Sonny""",Person
33929,"Carter, Asa",Person
33930,"Carter, Ben-Ami",Person
33931,Caste and Class in a Southern Town,Corporation
33932,Catholics,Person
33933,"Chaney, James Earl",Person
33934,"Changelings, The",Corporation
33935,"Chernin, Albert",Person
33936,"Chinese, in Mississippi",Corporation
33939,"Clark, Jim",Person
33940,"Clark, Kenneth B.",Person
33942,"Cohen, Elliot",Person
33943,"Cohen, Henry",Person
33944,"Cohen, Jacob",Person
33945,"Cohen, Morris Raphael",Person
33946,"Cohen, Seymour",Person
33947,"Cohn, Norman",Person
33950,Color line,Person
33951,Commentary,Person
33954,Committee for Negro-Jewish Relations on the West Coast,Corporation
33955,Common Council for American Unity,Corporation
33956,"Common Destiny, A",Person
33958,Contemporary Jewish Record,Corporation
33959,"Cooney, Terry",Person
33960,"Cooper, James Fenimore",Person
33961,"Cosmopolitanism, of Jewish intellectuals",Corporation
33962,New York Intellectuals,Corporation
33963,"Coughlin, Charles",Person
33964,Crisis in Black and White,Corporation
33965,Crisis of the Negro Intellectual,Corporation
33966,"Cruse, Harold",Person
33967,"""Culture of poverty,"" thesis of",Corporation
33968,"Dana, Richard Henry",Corporation
33969,"Dandridge, Dorothy",Person
33970,"Danzig, David",Person
33971,"Dash, Julia",Person
33972,"Davidoff, Paul",Person
33974,Davka,Person
33976,"Dayan, Moshe",Person
33977,"Decter, Midge",Person
33978,"DeLoria, Vine",Person
33981,"Deutcher, Isaac",Person
33982,"Diamond, Martin",Person
33983,"Dietz, Howard",Person
33984,"Diner, Hasia",Person
33985,"Dixon, Thomas",Person
33986,"Dobin, Joel",Person
33987,"Dollard, John",Person
33989,"Dreyfus, Alfred",Person
33990,"Duberman, Martin",Person
33991,"Duker, Abraham",Person
33992,"Dupee, F. W.",Person
33993,"Dworkin, Susan",Person
33994,"Early, Gerald",Person
33995,"Eastland, James",Person
33996,Eichmann in Jerusalem: A Report on the Banality of Evil,Corporation
33997,"Elkins, Dov Peretz",Corporation
33998,"Ellerin, Milton",Corporation
34000,"Emancipation, European",Corporation
34003,"Ethnic Myth, The",Corporation
34004,"Evans, Eli",Person
34006,"""Everybody's Protest Novel""",Corporation
34007,"Exceptionalism, Jewish",Corporation
34008,"Fard, W.",Person
34010,"Featherstone, Ralph",Person
34012,"Feinstein, Otto",Person
34013,"Ferretti, Fred",Person
34016,"Fields, Herbert",Person
34018,"Fishman, Joshua",Person
34019,"Flacks, Richard",Person
34020,"Flascher, Kurt",Person
34021,"Fleischman, Harry",Person
34023,"Frank, Emmet",Corporation
34024,"Frank, Leo",Person
34025,Freedom Seder,Person
34026,"""Freedom Summer""",Person
34027,"Friedman, Murray",Person
34028,"Fruchter, Norman",Person
34029,"""Full Equality in a Free Society""",Corporation
34030,"Gaba, Morton",Person
34031,"Gabler, Neal",Person
34032,"Galambos, Louis",Person
34033,"Garson, Marvin",Person
34034,"Gartner, Lloyd",Person
34037,"Geltman, Max",Person
34038,Gentlemen's Agreement,Corporation
34039,"Gershwin, Ira",Person
34040,"Gilman, Richard",Person
34041,"Ginzburg, Eli",Person
34049,"Gleason, Philip",Person
34050,"Glicksberg, Charles",Person
34051,"Gold, Bertram",Person
34052,"Goldberg, Arthur",Person
34053,"Golden, Harry",Person
34054,"Goldner, Sanford",Person
34055,Goodbye Columbus,Corporation
34056,"Goodman, Andrew",Person
34057,"Goodman, Paul",Person
34058,"Goodman, Walter",Person
34059,"Gordis, Robert",Person
34060,"Greeks, in Gary, Indiana",Corporation
34061,"Greeley, Andrew",Person
34062,"Greenberg, Blu",Person
34063,"Greenberg, Eliezer",Person
34064,"Greenberg, Hank",Person
34065,"Greenberg, Hayim",Corporation
34066,"Greenberg, Jack",Person
34067,"Gregory, Dick",Person
34068,"Ha'am, Ahad",Corporation
34069,"Haber, Al",Person
34070,"Halpern, Harry",Person
34072,"Hammerstein, Oscar",Person
34073,"Hardwick, Elizabeth",Person
34074,"Hart, Lorenz",Person
34075,Hasidim,Person
34076,"Hatchett, John",Person
34077,"Hero, Alfred",Person
34078,"Hertzberg, Arthur",Person
34080,"Hester, John",Person
34081,"Higham, John",Person
34083,"Himmelfarb, Milton",Person
34084,Hispanics,Person
34086,"Hiss, Alger",Person
34087,"Hobson, Laura",Person
34088,"Hochbaum, Jerry",Person
34089,"Hollinger, David",Person
34090,"Hollywood, Jews and Blacks in",Corporation
34091,"Holocaust, Nazi",Corporation
34094,"""Holy War""",Person
34095,"Hoving, Thomas",Person
34098,"""How Jews Became White Folks""",Corporation
34099,Huckleberry Finn,Person
34100,"Hughes, H. Stuart",Person
34101,"Huncke, Herbert",Person
34102,"Hyman, Paula",Person
34105,"Innis, Roy",Person
34106,"Irish, early immigration of",Corporation
34107,"Isaacs, Harold",Person
34110,Italians,Person
34111,"Jabotinsky, Vladamir",Person
34112,"Jacobs, Paul",Person
34113,"Jacobs, Yaakov",Person
34114,Japanese-American Citizen's League,Corporation
34115,"Jaynes, Gerald David",Corporation
34116,Jazz music,Person
34117,"Jeffries, Leonard",Person
34118,"Jelin, Martin",Person
34122,Jewish Communal Services,Corporation
34124,Jewish Currents,Corporation
34125,Jewish Defense League (JDL),Corporation
34126,Jewish Digest,Person
34127,Jewish Feminist Movement,Corporation
34128,Jewish Frontier,Person
34134,Jewish intellectuals,Corporation
34136,"Neoconservatives, Jewish",Corporation
34137,Jewish Labor Committee,Corporation
34138,Jewish Liberation Movement,Corporation
34139,Jewish Life,Person
34140,Jewish middle class,Person
34141,Jewish mobility,Person
34142,Jewish New Left,Corporation
34143,Jewish Press,Person
34144,"""Jewish Problem in the South""",Corporation
34145,Jewish social theorists,Corporation
34146,Jewish Spectator,Person
34148,Jewish whiteness,Person
34154,Orthodox Jews,Corporation
34157,Jews in the Mind of America,Corporation
34158,"Joseph, Dorothy",Person
34159,"Kahane, Meier",Person
34160,"Kaplan, Kivie",Person
34161,"Katz, Jerrold",Person
34162,"Katz, Shlomo",Person
34163,"Kaufman, Jonathan",Person
34164,"Kempton, Murray",Person
34165,"Kern, Jerome",Person
34166,"Kertzer, Morris",Person
34167,"Klonsky, Mike",Person
34168,"Kohn, Aaron",Person
34169,Kol Ishah,Person
34170,"Kopkind, Andrew",Person
34171,"Korn, Bertram",Person
34172,"Krasner, Barbara",Person
34173,"Krim, Seymour",Person
34174,Labor Zionism,Person
34177,"Lamm, Maurice",Person
34178,"Landau, Saul",Person
34179,"Laqueur, Walter",Person
34180,"Last Intellectuals, The",Corporation
34181,"Last Jew in America, The",Corporation
34182,Leadership Conference on Civil Rights,Corporation
34183,"Lehman, Herbert",Person
34184,"Lelyveld, Arthur J.",Person
34185,"Lerner, Michael",Person
34186,"Lester, Julius",Person
34187,"Levi, Leo",Person
34188,"Lewis, David Levering",Person
34189,"Liberalism, Jewish",Person
34191,Liberator,Person
34192,"Liebman, Arthur",Person
34193,"Liebman, Charles",Person
34194,"Lipset, Seymour Martin",Corporation
34195,"Lomax, Louis",Person
34196,Long Island Jewish World,Corporation
34197,"Lowell, Stanley",Person
34198,"Lowi, Theodore",Person
34199,"Luxembourg, Rosa",Person
34200,"Lynde, Staughton",Person
34202,Making It,Person
34203,"Malev, William",Person
34204,"Mann, Daniel",Person
34205,"Manson, Charles",Person
34206,"Mantinband, Charles",Person
34207,"""Many Thousands Gone""",Person
34209,"Marx, Gary",Person
34210,"Marx, Steve",Person
34211,"Maslow, Will",Person
34212,"McCarthy, Mary",Person
34213,"McCoy, Rhody",Person
34214,"McMillan, George",Person
34215,"Melnick, Jeffrey",Person
34217,Memphis Commercial Appeal,Corporation
34218,Menorah Journal,Person
34219,"Meredith, James",Person
34220,Metropolitan Museum of Art,Corporation
34221,"Meyerson, Bess",Person
34222,"Middle East, Six-Day War",Person
34223,Midstream,Corporation
34224,"Militancy, civil rights",Corporation
34225,"Militants, Jewish civil rights",Corporation
34226,"Miller, Allan",Person
34227,"Minh, Ho Chi",Person
34228,"Minkoff, Isaiah",Person
34229,"Miscegenation, and the New York Intellectuals",Corporation
34231,"Moore, Cecil",Person
34232,"Moore, Deborah Dash",Person
34233,Moorish Temple Movement,Corporation
34234,"Morgenthau, Hans",Person
34235,"Morton, Jelly Roll",Corporation
34236,"Mount Vernon, N.Y.",Corporation
34238,Mr. Sammler's Planet,Corporation
34239,"Muhammad, Elijah",Person
34240,"Muravchik, Emanuel",Person
34241,"Muste, Abraham Johannes",Person
34242,"""My Negro Problem—And Ours""",Corporation
34244,"Nasser, Gamal Abdel",Corporation
34245,National Advisory Commission on Civil Disorders (Kerner Commission),Corporation
34246,National Conference on Religion and Race,Corporation
34247,National Holocaust Museum,Corporation
34248,National Jewish Community Relations Advisory Council,Corporation
34249,National Jewish Population Survey (NJPS),Corporation
34250,National New Politics Convention,Corporation
34252,Native Son,Person
34253,"Neal, Larry",Person
34254,"Negro Revolt, The",Corporation
34255,"Negro Revolution and Jewish Theology, The",Corporation
34256,"Neugeboren, Jay",Person
34257,"Newfield, Jack",Person
34258,"""New Ghetto Man, The""",Corporation
34259,"New Leader, The",Corporation
34260,"""New Negro""",Person
34261,New University Thought,Corporation
34262,New York City teacher's strike,Corporation
34270,"New York University, Afro-American Student Center",Corporation
34272,"""Nobody Knows My Name""",Corporation
34273,"Novak, Bill",Person
34274,"Novak, Michael",Person
34275,"Nussbaum, Perry",Person
34276,"Ocean Hill/Brownsville, teacher's strike",Corporation
34278,"Oliver, King",Person
34279,"Omi, Michael",Person
34280,Open admissions,Corporation
34281,Overcoming Middle-Class Rage,Corporation
34282,Passage From Home,Corporation
34283,"Pawnbroker, The",Corporation
34284,"Peebles, Mario Van",Corporation
34285,"Pekelis, Alexander",Person
34286,"Peretz, Martin",Person
34287,"""Phenomenon of the Anti-Black Jews and the Black Anglo-Saxon, The: A Study in Educational Perfidy""",Corporation
34288,"Pluralism, American",Corporation
34294,"Pogrebin, Letty Cotton",Corporation
34295,"Pokier, Sidney",Person
34296,Poles,Person
34297,"Polier, Shad",Person
34298,"Polsky, Ned",Person
34299,"Popular music, Jews in",Corporation
34300,"Porter, Cole",Person
34301,"Porter, Jack Nusan",Person
34302,"Prinz, Joachim",Corporation
34303,Protest and Prejudice: A Study of Belief in the Black Community,Corporation
34304,Protestants,Corporation
34307,"Quakers, comparison with Jews",Corporation
34308,"Raab, Earl",Person
34309,Rabbinical Assembly,Person
34313,Racial preferences,Person
34322,"Radosh, Ronald",Person
34324,"Rankin, John",Person
34325,"Raugh, Joseph",Person
34326,Revisionist Zionists,Corporation
34327,"Rich, Matty",Person
34328,Richmond News Leader,Corporation
34329,"Rise of the Unmeltable Ethnics, The",Corporation
34330,"Rockwell, George Lincoln",Corporation
34331,"Rogers, Richard",Person
34332,"Rogin, Michael Paul",Person
34333,"Rose, Arnold",Person
34334,"Rosenberg, Ethel",Person
34335,"Rosenberg, Julius",Person
34336,"Rosenberg, M. Jay",Person
34337,"Rosenwald, Lessing",Person
34338,"Ross, Bob",Person
34339,"Rothschild, Jacob",Person
34340,"Rubenstein, Richard",Person
34341,"Rubin, Larry",Person
34342,"Ruchames, Louis",Person
34345,"Schappes, Morris",Corporation
34346,"Senary, Dore",Corporation
34347,"Scheer, Robert",Person
34348,"Schick, Marvin",Person
34349,"Schiff, Jacob",Person
34350,School voucher programs,Corporation
34351,"Schorch, Ismar",Corporation
34352,"Schrage, Barry",Person
34353,"Schulweis, Harold",Person
34354,"Schwartz, Arthur",Person
34355,"Schwarzchild, Henry",Person
34356,"Schwarzchild, Stephen",Person
34357,Schweiker-Pucinski Ethnic Studies Bill,Corporation
34358,"Schwerner, Michael",Person
34359,"Seabury, Paul",Person
34360,"Selznick, David O.",Person
34361,"Shanker, Albert",Person
34362,"Shapiro, Edward",Person
34363,"Shapiro, Manheim",Person
34364,"Shapiro, Meyer",Person
34365,"Sherman, C. Bezalel",Person
34366,"Shukeiry, Ahmed",Person
34367,"Shuttles worth, Rev. Fred",Corporation
34368,"Silvers, Barbara",Person
34369,"Silvers, Robert",Person
34370,"Sinclair, Jo",Person
34371,"Singleton, John",Person
34372,"Sklar, Martin",Person
34373,"Sobel, B. Z.",Person
34374,"Sobel, May L.",Person
34375,Society for the Advancement of Judaism,Corporation
34376,"Solomon, Gus J.",Person
34377,"Spiegel, Mike",Person
34378,"Springarn, Arthur",Person
34379,"Stein, Arthur",Person
34380,"Steinberg, Stephen",Person
34382,"Stember, Charles",Person
34383,Stern Gang,Person
34384,"St. Laurent, Guido",Corporation
34385,"Stone, I. F.",Person
34388,Studies on the Left,Corporation
34389,"Syrkin, Marie",Person
34390,"Syrkin, Nachman",Person
34391,"Szold, Henrietta",Person
34392,"Takaki, Ron",Person
34393,"Tate, Allan",Person
34394,"Tenants, The",Corporation
34395,"Thomas, Laurence",Person
34396,Tikkun,Person
34397,"Toll, William",Person
34398,"Tonnere, Clermon",Corporation
34399,"Toubin, Isaac",Person
34400,"Trager, Bernard",Person
34401,Treasury of Yiddish Stories,Corporation
34403,Turning Back: The Retreat from Racial Justice in American Thought and Politics,Corporation
34404,Two Year's Before the Mast,Corporation
34407,"Unger, Andre",Person
34408,Union of American Hebrew Congregations,Corporation
34410,Union of Orthodox Jewish Congregations of America,Corporation
34411,United Federation of Teachers (UFT),Corporation
34412,United Hebrew Trades,Corporation
34413,United Jewish Organizations v. Carey,Corporation
34414,United Synagogues of America,Corporation
34415,"Universities, open admissions at",Corporation
34416,Urban riots,Corporation
34417,"Vorspan, Albert",Person
34418,Walker in the City,Corporation
34419,"Wallant, Edward Louis",Person
34420,"Warburg, Felix",Person
34421,"Waskow, Arthur",Person
34423,"Wattenberg, Ben",Person
34424,"Watts, section of Los Angeles",Corporation
34425,"Weinberger, Bernard",Person
34426,"Weinstein, James",Person
34427,"Weisbord, Robert",Person
34428,"Weiss-Rosmarin, Trude",Person
34429,Wellsprings Ecumenical Renewal Associates,Corporation
34430,What Went Wrong: The Creation and Collapse of the Black-Jewish Alliance,Corporation
34431,Where Are We: The Inner Life of America's Jews,Corporation
34432,White Citizens Councils,Corporation
34433,"""White Negro, The""",Corporation
34434,White skin privilege,Corporation
34435,"Wieseltier, Leon",Person
34436,"Wildavsky, Aaron",Person
34437,"Wilkins, Roy",Person
34438,"Williams, Robin",Person
34439,"Wilson, Edmund",Person
34441,"Wolfe, Arnold Jacob",Person
34442,"Wolfe, Bertram",Person
34443,"Wolpe, Gerald",Person
34444,World of Our Fathers,Corporation
34445,"Wurzberger, Walter",Person
34446,"X, Jeremiah",Person
34447,Yiddish,Person
34449,"Ziff, Joel David, 1947-",Person
34452,"Aviva Cantor Author, journalist and lecturer",Person
34453,Abortion issue,Corporation
34459,"Adult child of an alcoholic (ACOA) theory, elastic nature of",Corporation
34472,American political culture,Corporation
34473,National service program,Corporation
34479,Budget caps,Corporation
34480,Campaign promises,Corporation
34507,Civil-rights programs,Corporation
34771,Deficit reduction,Corporation
34773,"""Democrats only"" strategy",Corporation
34774,Draft controversy,Corporation
34792,Economic stimulus program,Corporation
34793,Economic Summit (Little Rock),Corporation
34796,Energy tax,Corporation
34797,Family leave bill,Corporation
34808,"Government waste, and decline of public support for programs",Corporation
34809,"Grandiosity, childhood and ambition",Corporation
34810,Head start program,Corporation
34811,Health-care plan,Corporation
34821,"Judgment, good",Corporation
34840,"Kelley, Virginia",Person
34881,Middle class tax cut,Corporation
34882,"""Motor voter"" Bill",Person
34886,National Educational Goals,Corporation
34889,"1992 election, alternative meanings of",Corporation
34929,Politics of Reconstruction,Corporation
34992,Reinventing government program,Corporation
35010,Sea-Wolf submarine,Corporation
35011,School prayer amendment,Corporation
35014,Student loan program,Corporation
35016,Third-party candidates,Corporation
35017,Traits,Corporation
35022,"Travel office, White House",Corporation
35026,U.N. peacekeeping operations,Corporation
35027,Vaccine program (The Comprehensive Child Immunization Program of 1993),Corporation
35042,"Waco, Texas",Corporation
35043,Welfare reform programs,Corporation
35052,"Allen, Charles, Flynn",Person
35054,"Altman, Roger C",Person
35055,"Apple, R. W.",Person
35057,"al-Assad, Hafez",Corporation
35058,"Baker, Gerald",Person
35059,"Baker, Jim",Person
35060,"Barber, James David",Person
35061,"Bassett, Woody",Person
35062,"Becker, J. Bill",Person
35063,"Begala, Paul",Person
35064,"Bersin, Alan",Person
35065,"Blair, Diane",Person
35066,"Blair, James B.",Person
35067,"Blythe, William",Person
35068,"Bone, Robert L.",Person
35069,"Boren, David L.",Person
35070,"Bradley, Bill",Person
35071,"Brantley, Ellen",Person
35072,"Brooke, Edward",Person
35074,"Brummett, John",Person
35075,"Bumpers, Dale",Person
35077,"Campbell, Tom",Person
35078,"Cassidy, Edith (Grisham)",Person
35079,"Cassidy, Eldridge",Person
35080,"Christopher, Warren",Person
35081,"Cisneros, Henry",Person
35082,"Clinton, Raymond",Person
35083,"Clinton, Roger",Person
35084,"Clinton, Roger Cassidy",Person
35085,"Cohen, Steven",Person
35086,"Coleman, William T., lll",Person
35087,"Cooper, Jim",Person
35088,"Cronin, Thomas",Person
35089,"Cutler, Lloyd N.",Person
35090,"Danforth, William",Person
35091,"Drake, Dale",Person
35092,"Drew, Elizabeth",Person
35093,"Dumas, Ernest",Person
35094,"Dwire, George J. ""Jeff""",Person
35095,"Eakeley, Douglas",Person
35096,"Edelman, Marian Wright",Person
35097,"Elders, Dr. Joycelyn",Person
35098,"Ellis, Trice, Jr.",Person
35099,"Elwood, Paul",Person
35100,"Enthoven, Alan",Person
35102,"Erickson, Kai",Person
35103,"Espy, Michael",Person
35104,"Fenwick, Richard",Person
35105,"Fiske, Robert",Person
35106,"Flanigan, Pat",Person
35107,"Flowers, Gennifer",Person
35108,"Foster, Dr. Henry",Person
35109,"Francis, Dru",Person
35110,"Frye, Nurse",Corporation
35113,"Gearan, Mark D.",Person
35117,"Giroir, C. Joseph, Jr.",Person
35118,"Gittleson, Mort",Person
35119,"Goldstein, Joe",Person
35121,"Greenberg, Stan",Person
35124,"Grunwald, Mandy",Person
35125,"Hanson, Jean E.",Person
35126,"Hatch, Orrin",Person
35127,"Hawkins, Willard A.",Person
35129,"Holt, Frank",Person
35130,"Holt, Jack, Sr.",Person
35131,"Hubbell, Webster",Person
35132,"Inman, Bobby Ray",Person
35133,"Irons, Edith",Person
35134,"Jaffe, Morris",Person
35135,"James, Caryn",Person
35137,"Johnson, J. Bennet",Corporation
35139,"Jordan, Vernon",Person
35140,"Kakutani, Michiko",Person
35141,"Katz, Jay",Person
35143,"Kellerman, Barbara",Person
35144,"Kelley, Richard W",Person
35145,"Kennedy, William H., lll",Person
35146,"King, Larry",Person
35147,"Klugh, Dr. ""Buddy""",Person
35148,"Koppel, Ted",Person
35149,"Lake, Anthony",Person
35150,"Lancaster, Martin",Person
35151,"Lasswell, Harold D.",Person
35152,"Lehmann-Haupt, Christopher",Person
35153,"Leopoulos, David",Person
35154,"Levin, Robert",Person
35155,"Lindsey, Bev",Person
35156,"Ludwig, Eugene A.",Person
35157,"Lyons, James",Person
35158,"Mackey, Johnnie Mae",Person
35159,"Magaziner, Ira G.",Person
35160,"Maraniss, David",Person
35161,"Martin, Marsha A.",Person
35162,"Mathews, David",Person
35163,"McCurry, Michael",Person
35164,"McDougal, James",Person
35165,"McWilliams, Wilson",Person
35166,"Miller, Mark",Person
